Customer_Index,Local_SHAP_Reason_1,Local_SHAP_Reason_2,Local_SHAP_Reason_3
792,Customer tenure increased this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.
793,Complaint history reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
794,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
795,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
796,Complaint history increased this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
797,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
798,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
799,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
800,Customer tenure increased this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
801,Complaint history reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
802,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.
803,Customer tenure reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.
804,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
805,Complaint history increased this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.,Cashback behaviour increased this customer's predicted churn risk.
806,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
807,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
808,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
809,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
